Name,YearsAppearing,ImputedProbF,ImputedProbM
CARLEY,16,1,0
CARLI,10,1,0
CARLIE,16,1,0
CARLIN,12,0,1
CARLISHA,2,1,0
CARLISLE,1,0,1
CARLITA,1,1,0
CARLITO,13,0,1
CARLO,16,0,1
CARLOS,16,0,1
CARLOTA,9,1,0
CARLOTTA,16,1,0
CARLSON,1,0,1
CARLTON,16,0,1
CARLY,16,1,0
CARLY-ANNE,1,1,0
CARLYLE,2,0,1
CARMA,1,1,0
CARMAN,5,1,0
CARMEL,16,1,0
CARMELA,15,1,0
CARMELITA,1,1,0
CARMELLA,10,1,0
CARMELLE,3,1,0
CARMELO,2,0,1
CARMEN,16,1,0
CARMINA,2,1,0
CARMINE,6,0,1
CARN,2,0,1
CARNELL,3,0,1
CARNEY,1,0,1
CAROL,16,1,0
CAROL-ANN,5,1,0
CAROLA,1,1,0
CAROLANN,5,1,0
CAROLANNE,11,1,0
CAROLE,6,1,0
CAROLINA,16,1,0
CAROLINE,16,1,0
CAROLYN,16,1,0
CAROLYNE,1,1,0
CARON,2,0.5,0.5
CARRA,6,1,0
CARRAGH,1,1,0
CARRERA,7,1,0
CARRIANNE,1,1,0
CARRICK,16,0,1
CARRIE,16,1,0
CARRIE-ANN,14,1,0
CARRIE-ANNE,13,1,0
CARRIEANN,2,1,0
CARRIEANNE,3,1,0
CARRIGAN,8,1,0
CARRINA,2,1,0
CARRINGTON,1,0,1
CARRIS,15,1,0
CARSEN,1,0,1
CARSON,16,0.0308441558441558,0.969155844155844
CARSTEN,3,0,1
CARTEL,1,0,1
CARTER,16,0,1
CARTIER,1,0,1
CARVELL,2,0,1
CARVER,1,0,1
CARWYN,14,0,1
CARY,5,0.2,0.8
CARYL,6,1,0
CARYN,1,1,0
CARYS,16,1,0
CASANDRA,1,1,0
CASE,1,0,1
CASEY,16,0.713127771160985,0.286872228839015
CASEY-,1,1,0
CASEY-ANNE,1,1,0
CASEY-JAMES,1,0,1
CASEY-JANE,5,1,0
CASEY-JAYNE,2,1,0
CASEY-JO,5,1,0
CASEY-LEA,4,1,0
CASEY-LEE,6,1,0
CASEY-LEIGH,15,1,0
CASEY-LOUISE,2,1,0
CASEY-MAE,4,1,0
CASEY-MAI,2,1,0
CASEY-MARIE,2,1,0
CASEY-MAY,6,1,0
CASEY-RAE,1,1,0
CASEYLEE,1,1,0
CASEYLEIGH,1,1,0
CASH,7,0,1
CASHEL,1,0,1
CASI,7,1,0
CASIE,15,1,0
CASIE-LEIGH,1,1,0
CASIM,1,0,1
CASIMIR,4,0,1
CASON,4,0,1
CASPAR,16,0,1
CASPER,16,0,1
CASPIAN,15,0,1
CASS,7,0,1
CASSADY,2,1,0
CASSANDRA,16,1,0
CASSEY,15,1,0
CASSI,3,1,0
CASSIA,16,1,0
CASSIAN,13,0,1
CASSIDIE,1,1,0
CASSIDY,16,0.849969389676783,0.150030610323217
CASSIE,16,1,0
CASSIE-ANN,1,1,0
CASSIE-LEIGH,1,1,0
CASSIE-MAI,1,1,0
CASSIEL,1,0,1
CASSIOPEIA,5,1,0
CASSIUS,16,0,1
CASSY,8,1,0
CASTIEL,3,0,1
CASTOR,1,0,1
CATALINA,14,1,0
CATARINA,16,1,0
CATE,13,1,0
CATELIN,5,1,0
CATELYN,11,1,0
CATELYNN,1,1,0
CATERINA,16,1,0
CATHAL,15,0,1
CATHAN,6,0,1
CATHARINA,1,1,0
CATHARINE,7,1,0
CATHERINA,4,1,0
CATHERINE,16,1,0
CATHLEEN,7,1,0
CATHRINE,4,1,0
CATHRYN,15,1,0
CATHY,12,1,0
CATIA,6,1,0
CATIE,8,1,0
CATLIN,5,1,0
CATO,2,0,1
CATRIN,16,1,0
CATRINA,13,1,0
CATRIONA,16,1,0
CATRYN,7,1,0
CAUA,2,0,1
CAULEY,5,0,1
CAVALLI,8,0,1
CAVAN,16,0,1
CAVELL,9,0,1
CAVEN,8,0,1
CAWLEY,1,0,1
CAYA,1,1,0
CAYAN,3,0,1
CAYCE,2,0.5,0.5
CAYCEE,1,1,0
CAYDAN,7,0,1
CAYDE,1,0,1
CAYDEE,2,1,0
CAYDEN,12,0,1
CAYDEN-JAMES,1,0,1
CAYDEN-JAY,1,0,1
CAYDEN-LEE,1,0,1
CAYDENCE,3,1,0
CAYDIE,1,1,0
CAYDN,2,0,1
CAYDON,7,0,1
CAYENNE,1,1,0
CAYLA,13,1,0
CAYLAN,10,0,1
CAYLE,2,0,1
CAYLEB,4,0,1
CAYLEE,6,1,0
CAYLEIGH,11,1,0
CAYLEM,7,0,1
CAYLEN,5,0,1
CAYLEY,7,1,0
CAYLIN,3,1,0
CAYLON,1,0,1
CAYLUM,13,0,1
CAYMAN,4,0,1
CAYNE,3,0,1
CAYO,2,0,1
CAYSIE,1,1,0
CAYSON,1,0,1
CE,1,1,0
CEANA,2,1,0
CEANNA,1,1,0
CEARA,13,1,0
CEBRAIL,1,0,1
CECE,4,1,0
CECELIA,12,1,0
CECIL,8,0,1
CECILE,15,1,0
CECILIA,16,1,0
CECILIE,8,1,0
CECILLE,1,1,0
CECILY,16,1,0
CECYLIA,1,1,0
CEDAR,1,1,0
CEDRI,1,0,1
CEDRIC,16,0,1
CEDRICK,1,0,1
CEE,1,0,1
CEE-JAY,4,0.25,0.75
CEEJAY,14,0.130952380952381,0.869047619047619
CEI,1,0,1
CEIAN,4,0,1
CEINWEN,13,1,0
CEIRA,16,1,0
CEIRAN,12,0,1
CEIRE,1,1,0
CEIRION,4,0,1
CEIRON,8,0,1
CEJAY,2,0.5,0.5
CELAL,1,0,1
CELENA,2,1,0
CELENE,1,1,0
CELESTE,16,1,0
CELESTINA,2,1,0
CELESTINE,9,1,0
CELIA,16,1,0
CELICIA,1,1,0
CELINA,16,1,0
CELINE,16,1,0
CELLAN,15,0,1
CELSEY,7,1,0
CELSIE,3,1,0
CELT,11,0,1
CELTON,1,0,1
CELVIN,1,0,1
CELYN,15,0.880587370025144,0.119412629974856
CEM,16,0,1
CEMAL,8,0,1
CEMALIYE,1,1,0
CEMILE,2,1,0
CEMLYN,1,0,1
CEMRE,3,1,0
CENGIZ,6,0,1
CENGIZHAN,2,0,1
CENK,6,0,1
CENNET,1,1,0
CEREN,15,1,0
CERI,16,0.869671347040519,0.130328652959481
CERI-ANN,3,1,0
CERI-ANNE,2,1,0
CERIAN,14,1,0
CERIDWEN,11,1,0
CERINE,2,1,0
CERIS,15,1,0
CERISE,16,1,0
CERITH,7,0,1
CERYN,7,1,0
CERYS,16,1,0
CERYS-ANN,1,1,0
CESAR,8,0,1
CESARE,1,0,1
CESCA,1,1,0
CET,1,1,0
CEYDA,16,1,0
CEYHAN,5,0,1
CEYHUN,3,0,1
CEYLA,1,1,0
CEYLAN,13,1,0
CEYLIN,5,1,0
CEZAR,1,0,1
CEZARY,5,0,1
CHAAYA,1,1,0
CHACE,11,0.0662337662337662,0.933766233766234
CHAD,16,0,1
CHADD,4,0,1
CHADLEY,5,0,1
CHADWICK,1,0,1
CHAE,12,0.0648148148148148,0.935185185185185
CHAEL,1,0,1
CHAHAT,3,1,0
CHAI,10,0.2125,0.7875
CHAICE,1,0,1
CHAIM,16,0,1
CHAIMA,1,1,0
CHAISE,11,0.631493506493506,0.368506493506494
CHAITANYA,2,0,1
CHAITRA,1,1,0
CHAIYA,1,1,0
CHAKOTAY,1,0,1
CHALICE,2,1,0
CHALLIS,1,0,1
CHAMPAGNE,1,1,0
CHAN,2,0,1
CHANA,16,1,0
CHANADE,2,1,0
CHANAE,8,1,0
CHANAH,1,1,0
CHANAI,4,1,0
CHANAIS,2,1,0
CHANAN,1,0,1
CHANAY,8,1,0
CHANAYA,1,1,0
CHANAYE,1,1,0
CHANCE,16,0.178543484701573,0.821456515298427
CHAND,4,0.5,0.5
CHANDA,1,1,0
CHANDAN,3,0,1
CHANDANI,3,1,0
CHANDLER,15,0.00894894894894895,0.991051051051051
CHANDNI,15,1,0
CHANDON,3,0.333333333333333,0.666666666666667
CHANDRA,3,1,0
CHANDRESH,1,0,1
CHANDRIKA,1,1,0
CHANEL,16,1,0
CHANELL,14,1,0
CHANELLE,16,1,0
CHANG,1,0,1
CHANI,10,1,0
CHANIA,3,1,0
CHANICE,16,1,0
CHANIE,1,1,0
CHANIECE,4,1,0
CHANIEL,1,0,1
CHANIQUE,2,1,0
CHANISE,7,1,0
CHANIYA,3,1,0
CHANNA,2,1,0
CHANNAH,2,1,0
CHANNAY,1,1,0
CHANNEL,13,1,0
CHANNELLE,15,1,0
CHANNING,5,0.4,0.6
CHANNON,9,1,0
CHANPREET,1,1,0
CHANTA,1,1,0
CHANTAE,11,1,0
CHANTAI,7,1,0
CHANTAL,15,1,0
CHANTALLE,6,1,0
CHANTAY,12,1,0
CHANTAYA,1,1,0
CHANTE,15,1,0
CHANTEL,16,1,0
CHANTELE,1,1,0
CHANTELL,15,1,0
CHANTELLE,16,1,0
CHANTILLY,2,1,0
CHANYA,2,1,0
CHARA,3,1,0
CHARALAMBOS,3,0,1
CHARAN,7,0.142857142857143,0.857142857142857
CHARBEL,5,0,1
CHARDAE,5,1,0
CHARDAI,1,1,0
CHARDANNAY,1,1,0
CHARDAY,3,1,0
CHARDENAY,1,1,0
CHARDONAI,1,1,0
CHARDONAY,8,1,0
CHARDONEY,1,1,0
CHARDONNAI,1,1,0
CHARDONNAY,12,1,0
CHARELLE,3,1,0
CHARICE,2,1,0
CHARIS,16,1,0
CHARISE,1,1,0
CHARISMA,11,1,0
CHARISSA,7,1,0
CHARISSE,12,1,0
CHARITY,15,1,0
CHARL,2,0,1
CHARLA,8,1,0
CHARLEA,11,1,0
CHARLEE,16,0.791954723353953,0.208045276646047
CHARLEEN,5,1,0
CHARLEIGH,16,1,0
CHARLENE,16,1,0
CHARLES,16,0,1
CHARLETTE,7,1,0
CHARLEY,16,0.723817342664896,0.276182657335104
CHARLEY-ANN,8,1,0
CHARLEY-ANNE,4,1,0
CHARLEY-JADE,1,1,0
CHARLEY-JO,3,1,0
CHARLEY-LOUISE,2,1,0
CHARLEY-MAE,4,1,0
CHARLEY-MARIE,1,1,0
CHARLEY-MAY,1,1,0
CHARLEY-ROSE,1,1,0
CHARLI,16,0.959309799835495,0.040690200164505
CHARLI-ANN,1,1,0
CHARLI-ANNE,2,1,0
CHARLIE,16,0.125659297558739,0.874340702441261
CHARLIE-,1,1,0
CHARLIE-ANN,14,1,0
CHARLIE-ANNE,11,1,0
CHARLIE-DEAN,1,0,1
CHARLIE-GEORGE,10,0,1
CHARLIE-JACK,5,0,1
CHARLIE-JADE,2,1,0
CHARLIE-JAMES,8,0,1
CHARLIE-JANE,2,1,0
CHARLIE-JAY,5,0,1
CHARLIE-JO,3,1,0
CHARLIE-JOE,6,0,1
CHARLIE-JOHN,1,0,1
CHARLIE-LEIGH,3,1,0
CHARLIE-LOUISE,7,1,0
CHARLIE-MAE,6,1,0
CHARLIE-MAI,1,1,0
CHARLIE-MARIE,3,1,0
CHARLIE-MAY,6,1,0
CHARLIE-RAE,1,1,0
CHARLIE-RAY,7,0,1
CHARLIE-ROSE,2,1,0
CHARLIEANN,1,1,0
CHARLIEGH,2,1,0
CHARLINA,1,1,0
CHARLINE,3,1,0
CHARLISE,2,1,0
CHARLIZE,12,1,0
CHARLOTTA,1,1,0
CHARLOTTE,16,1,0
CHARLOTTE-ANN,2,1,0
CHARLOTTE-ANNE,2,1,0
CHARLOTTE-LOUISE,7,1,0
CHARLOTTE-MARIE,1,1,0
CHARLOTTE-MAY,1,1,0
CHARLOTTE-ROSE,7,1,0
CHARLTON,16,0,1
CHARLY,16,0.724770447625161,0.275229552374839
CHARM,5,1,0
CHARMAIN,5,1,0
CHARMAINE,16,1,0
CHARMI,2,1,0
CHARMIAN,3,1,0
CHARNA,8,1,0
CHARNAE,2,1,0
CHARNE,1,1,0
CHARNEL,1,1,0
CHARNELLE,5,1,0
CHARNEY,1,1,0
CHARNIE,2,1,0
CHARVI,4,1,0
CHARYS,5,1,0
CHAS,6,0,1
CHASE,16,0.183327725172515,0.816672274827485
CHASEY,2,0,1
CHASKA,1,0,1
CHAUDHARY,5,0,1
CHAUDHRY,10,0,1
CHAUDRY,1,0,1
CHAUNCEY,1,0,1
CHAUNTELLE,1,1,0
CHAVA,15,1,0
CHAVE,1,1,0
CHAVEZ,1,0,1
CHAVI,10,1,0
CHAVY,1,1,0
CHAWAN,1,1,0
CHAY,16,0.0136904761904762,0.986309523809524
CHAYA,16,1,0
CHAYANNE,1,1,0
CHAYCE,5,0.2,0.8
CHAYE,4,1,0
CHAYIM,1,0,1
CHAYLA,1,1,0
CHAYSE,11,0.245572609208973,0.754427390791027
CHAYTON,3,0,1
CHAZ,11,0,1
CHE,16,0.0728772892979332,0.927122710702067
CHEICK,1,0,1
CHEIKH,3,0,1
CHELBIE,1,1,0
CHELBY,2,1,0
CHELCIE,6,1,0
CHELSEA,16,1,0
CHELSEA-ANN,5,1,0
CHELSEA-ANNE,3,1,0
CHELSEA-JADE,3,1,0
CHELSEA-LEA,3,1,0
CHELSEA-LEE,6,1,0
CHELSEA-LEIGH,13,1,0
CHELSEA-LOUISE,10,1,0
CHELSEA-MARIE,4,1,0
CHELSEA-MAY,3,1,0
CHELSEE,9,1,0
CHELSEY,16,1,0
CHELSEY-LEIGH,1,1,0
CHELSEY-MAY,1,1,0
CHELSI,15,1,0
CHELSIE,16,1,0
CHELSIE-LOUISE,1,1,0
CHELSY,15,1,0
CHEN,7,0.205009276437848,0.794990723562152
CHENAE,2,1,0
CHENAI,9,1,0
CHENAY,3,1,0
CHENAYA,1,1,0
CHENE,2,1,0
CHENELLE,12,1,0
CHENG,7,0,1
CHENI,1,1,0
CHENICE,6,1,0
CHENILLE,7,1,0
CHENISE,8,1,0
CHENNAI,3,1,0
CHENOA,2,1,0
CHER,4,1,0
CHERAE,1,1,0
CHEREE,1,1,0
CHERELLE,15,1,0
CHERI,5,1,0
CHERICE,6,1,0
CHERIDAN,1,1,0
CHERIE,15,1,0
CHERIECE,1,1,0
CHERILYN,2,1,0
CHERISE,16,1,0
CHERISH,16,1,0
CHERISSE,3,1,0
CHERNICE,1,1,0
CHERNO,1,0,1
CHEROKEE,3,1,0
CHERRELLE,3,1,0
CHERRI,3,1,0
CHERRIE,9,1,0
CHERRY,16,1,0
CHERRY-ROSE,1,1,0
CHERYL,16,1,0
CHESKA,1,1,0
CHESKY,3,0,1
CHESNA,1,1,0
CHESNEY,11,0.396969696969697,0.603030303030303
CHESTER,16,0,1
CHET,1,0,1
CHETAN,8,0,1
CHETNA,1,1,0
CHEUK,1,0,1
CHEVELLE,6,1,0
CHEVON,1,1,0
CHEVONNE,6,1,0
CHEVY,1,1,0
CHEY,9,0.158730158730159,0.841269841269841
CHEYANNA,1,1,0
CHEYANNE,16,1,0
CHEYENNE,16,0.990254736398353,0.00974526360164658
CHEYNE,4,1,0
CHEZNEY,5,0.4,0.6
CHHAYA,3,1,0
CHI,16,0.296594158496732,0.703405841503268
CHIA,2,1,0
CHIAGOZIEM,1,0,1
CHIAMAKA,13,1,0
CHIANA,10,1,0
CHIANNA,3,1,0
CHIANNE,2,1,0
CHIARA,16,1,0
CHIBUEZE,6,0,1
CHIBUIKE,6,0,1
CHIBUIKEM,3,0,1
CHIDERA,11,0.801594716219222,0.198405283780778
CHIDI,8,0,1
CHIDIEBERE,4,0,1
CHIDIMMA,4,1,0
CHIDINMA,8,1,0
CHIDO,5,1,0
CHIDOZIE,2,0,1
CHIDUBEM,8,0.0535714285714286,0.946428571428571
CHIEDOZIE,3,0,1
CHIEDZA,9,1,0
CHIEF,1,0,1
CHIEMEKA,1,0,1
CHIEMENA,1,0,1
CHIGOZIE,9,0,1
CHIJIOKE,2,0,1
CHIKA,9,1,0
CHIKAMSO,1,0,1
CHIKE,3,0,1
CHIKEZIE,1,0,1
CHILLI,1,0,1
CHIMA,7,0,1
CHIMAMANDA,4,1,0
CHIMAOBI,2,0,1
CHIMNEDUM,1,0,1
CHINA,15,1,0
CHINAZA,3,1,0
CHINEDU,10,0,1
CHINEDUM,8,0.0625,0.9375
CHINELO,5,1,0
CHINEMEREM,1,1,0
CHINENYE,7,1,0
CHING,2,1,0
CHINMAYI,2,1,0
CHINO,1,0,1
CHINOMSO,2,0,1
CHINONSO,7,0,1
CHINONYEREM,1,1,0
CHINUA,1,0,1
CHINWE,3,1,0
CHINWENDU,2,1,0
CHINYERE,6,1,0
CHIOMA,16,1,0
CHIONE,1,1,0
CHIPO,1,1,0
CHIQUITA,4,1,0
CHIRAAG,2,0,1
CHIRAG,14,0,1
CHIRON,1,0,1
CHISOM,12,0.817039884135473,0.182960115864528
CHIZARA,7,1,0
CHIZARAM,5,1,0
CHLOE,16,1,0
CHLOE-,5,1,0
CHLOE-ANN,16,1,0
CHLOE-ANNE,15,1,0
CHLOE-GRACE,1,1,0
CHLOE-JADE,4,1,0
CHLOE-JANE,7,1,0
CHLOE-JAYNE,5,1,0
CHLOE-JEAN,1,1,0
CHLOE-JO,2,1,0
CHLOE-LEIGH,13,1,0
CHLOE-LOUISE,16,1,0
CHLOE-MAE,11,1,0
CHLOE-MAI,7,1,0
CHLOE-MARIE,15,1,0
CHLOE-MAY,12,1,0
CHLOE-NICOLE,1,1,0
CHLOE-PAIGE,1,1,0
CHLOE-ROSE,7,1,0
CHLOE-SOPHIA,1,1,0
CHLOEE,6,1,0
CHLOEY,5,1,0
CHLOIE,11,1,0
CHOI,2,1,0
CHOLE,9,1,0
CHONTELLE,1,1,0
CHOUDARY,1,0,1
CHOUDHARY,1,0,1
CHOUDHRY,4,0,1
CHOUDHURY,1,0,1
CHOWDHURY,1,0,1
CHRIS,16,0,1
CHRIS-JUNIOR,1,0,1
CHRISSIE,13,1,0
CHRISSY,8,1,0
CHRIST,7,0,1
CHRISTA,15,1,0
CHRISTABEL,16,1,0
CHRISTABELLE,11,1,0
CHRISTAKIS,1,0,1
CHRISTAL,8,1,0
CHRISTALLA,2,1,0
CHRISTAN,10,0,1
CHRISTEL,7,1,0
CHRISTELLE,12,1,0
CHRISTEN,3,0.833333333333333,0.166666666666667
CHRISTI,3,1,0
CHRISTIAAN,10,0,1
CHRISTIAN,16,0,1
CHRISTIANA,16,1,0
CHRISTIANAH,2,1,0
CHRISTIANE,7,1,0
CHRISTIANNA,10,1,0
CHRISTIANNE,1,1,0
CHRISTIANO,8,0,1
CHRISTIE,16,0.884056525401006,0.115943474598994
CHRISTIEN,2,0,1
CHRISTINA,16,1,0
CHRISTINE,16,1,0
CHRISTO,8,0,1
CHRISTOFF,1,0,1
CHRISTOFOROS,1,0,1
CHRISTON,1,0,1
CHRISTOPH,4,0,1
CHRISTOPHE,7,0,1
CHRISTOPHER,16,0,1
CHRISTOPHER-JAMES,3,0,1
CHRISTOS,16,0,1
CHRISTVIE,1,0,1
CHRISTY,16,0.503322988779879,0.496677011220121
CHRYSTAL,16,1,0
CHRYSTELLE,1,1,0
CHUKWUDI,4,0,1
CHUKWUDUMEBI,2,1,0
CHUKWUEBUKA,6,0,1
CHUKWUEMEKA,16,0,1
CHUKWUKA,3,0,1
CHUKWUMA,7,0,1
CHUKWUNONSO,4,0,1
CHUMA,1,0,1
CHUN,15,0,1
CHUNG,2,0,1
CHURCHILL,1,0,1
CHYAN,1,1,0
CHYANN,1,1,0
CHYANNA,1,1,0
CHYANNE,14,1,0
CHYENNE,2,1,0
CHYNA,16,1,0
CHYNA-ROSE,1,1,0
CHYNNA,6,1,0
CIA,1,1,0
CIABHAN,1,0,1
CIAN,16,0.0184911665241646,0.981508833475835
CIANA,10,1,0
CIANAN,8,0,1
CIANN,1,1,0
CIANNA,10,1,0
CIANNE,2,1,0
CIAR,3,1,0
CIARA,16,1,0
CIARA-LEIGH,2,1,0
CIARAH,1,1,0
CIARAN,16,0,1
CIAREN,9,0,1
CIARON,16,0,1
CIARRA,6,1,0
CICELY,16,1,0
CICI,1,1,0
CICILY,1,1,0
CIDNEY,2,1,0
CIEL,1,1,0
CIELO,1,1,0
CIENA,1,1,0
CIENNA,9,1,0
CIERA,16,1,0
CIERAN,16,0,1
CIEREN,1,0,1
CIERON,12,0,1
CIERRA,1,1,0
CIGDEM,1,1,0
CIHAN,3,0,1
CILLIAN,16,0,1
CINAR,6,0,1
CINDY,16,1,0
CINZIA,4,1,0
CION,1,0,1
CIONA,4,1,0
CIRA,10,1,0
CIRAN,2,0,1
CIRO,3,0,1
CIRON,1,0,1
CISSY,2,1,0
CIVAN,1,0,1
CIWAN,2,0,1
CIYA,2,1,0
CJ,9,0.0555555555555556,0.944444444444444
CJAY,7,0,1
CLAIR,6,1,0
CLAIRA,3,1,0
CLAIRE,16,1,0
CLAIRE-LOUISE,4,1,0
CLAITON,1,0,1
CLARA,16,1,0
CLARA-ROSE,1,1,0
CLARABELLE,2,1,0
CLARE,16,1,0
CLARENCE,11,0,1
CLARICE,16,1,0
CLARIS,1,1,0
CLARISA,1,1,0
CLARISE,1,1,0
CLARISSA,16,1,0
CLARISSE,13,1,0
CLARK,16,0,1
CLARKE,16,0,1
CLARRISA,1,1,0
CLAUDE,15,0,1
CLAUDETTE,5,1,0
CLAUDIA,16,1,0
CLAUDIE,2,1,0
CLAUDINE,7,1,0
CLAUDIO,15,0,1
CLAUDIUS,1,0,1
CLAY,16,0,1
CLAYDON,1,0,1
CLAYTON,16,0,1
CLEA,13,1,0
CLEM,3,0,1
CLEMENCE,13,1,0
CLEMENCY,12,1,0
CLEMENT,16,0,1
CLEMENTINA,5,1,0
CLEMENTINE,16,1,0
CLEMMIE,3,1,0
CLEO,16,1,0
CLEON,3,0,1
CLEONA,3,1,0
CLEOPATRA,15,1,0
CLIFF,2,0,1
CLIFFORD,15,0,1
CLIFTON,1,0,1
CLINT,12,0,1
CLINTON,16,0,1
CLIO,16,1,0
CLIODHNA,10,1,0
CLIONA,15,1,0
CLIRIM,1,0,1
CLIVE,16,0,1
CLODAGH,16,1,0
CLODIE,1,1,0
CLOE,16,1,0
CLOEY,3,1,0
CLOIE,1,1,0
CLOTILDE,1,1,0
CLOVER,14,1,0
CLOVIS,2,0,1
CLYDE,13,0,1
COADY,3,0.166666666666667,0.833333333333333
COAN,1,0,1
COBAIN,7,0,1
COBAN,9,0,1
COBEN,10,0,1
COBEY,10,0,1
COBI,16,0.0130208333333333,0.986979166666667
COBIE,14,0.16672822975344,0.83327177024656
COBURN,1,0,1
COBY,16,0.045006920781724,0.954993079218276
COBY-JAY,1,0,1
COCO,16,1,0
CODEE,1,1,0
CODEI,1,0,1
CODEN,5,0,1
CODEY,16,0.353056927010068,0.646943072989932
CODEY-LEE,1,0,1
CODI,16,0.623597097501257,0.376402902498744
CODIE,16,0.766962016487986,0.233037983512014
CODIE-LEIGH,3,1,0
CODY,16,0.288957264066654,0.711042735933346
CODY-JAMES,3,0,1
CODY-JAY,4,0,1
CODY-LEE,4,0,1
COEL,13,0,1
COEN,11,0,1
COFI,1,0,1
COHAN,12,0,1
COHEN,16,0,1
COLBEY,4,0,1
COLBIE,9,0.429940865234983,0.570059134765017
COLBY,16,0.0684144093014137,0.931585590698586
COLE,16,0,1
COLEBY,4,0,1
COLEEN,6,1,0
COLETON,1,0,1
COLETTE,16,1,0
COLEY,2,0.5,0.5
COLIN,16,0,1
COLLEEN,16,1,0
COLLETTE,14,1,0
COLLIN,10,0,1
COLLINS,10,0,1
COLM,16,0,1
COLT,12,0,1
COLTON,12,0,1
COLUM,4,0,1
COLUMBUS,1,0,1
COLWYN,1,0,1
COMFORT,14,1,0
CONAGH,4,0,1
CONAH,8,0,1
CONAILL,1,0,1
CONAL,15,0,1
CONALL,16,0,1
CONAN,16,0,1
CONAR,6,0,1
CONAUGH,1,0,1
CONCETTA,1,1,0
CONDOLEEZZA,1,1,0
CONER,5,0,1
CONIE,1,1,0
CONLAN,13,0,1
CONLEY,1,0,1
CONN,3,0,1
CONNA,16,0,1
CONNAGH,8,0,1
CONNAH,16,0.003125,0.996875
CONNAIRE,3,0,1
CONNAL,4,0,1
CONNALL,11,0,1
CONNAN,7,0,1
CONNAR,15,0,1
CONNEL,7,0,1
CONNELL,13,0,1
CONNER,16,0,1
CONNER-LEE,1,0,1
CONNI,1,1,0
CONNIE,16,1,0
CONNIE-LEIGH,1,1,0
CONNIE-MAE,5,1,0
CONNIE-MAY,1,1,0
CONNIE-ROSE,3,1,0
CONNOR,16,5.10829587249694e-05,0.999948917041275
CONNOR-JAMES,6,0,1
CONNOR-JAY,4,0,1
CONNOR-JOE,1,0,1
CONNOR-LEE,8,0,1
CONNORLEE,1,0,1
CONNY,1,1,0
CONOR,16,0,1
CONRAD,16,0,1
CONRAN,4,0,1
CONSTANCE,16,1,0
CONSTANDINA,1,1,0
CONSTANTIA,2,1,0
CONSTANTIN,8,0,1
CONSTANTINA,3,1,0
CONSTANTINE,14,0,1
CONSTANTINO,2,0,1
CONSTANTINOS,15,0,1
CONSTANZA,1,1,0
CONWAY,2,0,1
COOPER,14,0,1
CORA,16,1,0
CORA-LEIGH,1,1,0
CORAH,7,1,0
CORAL,16,1,0
CORAL-ANNE,1,1,0
CORALE,1,1,0
CORALENA,2,1,0
CORALIE,16,1,0
CORALINE,1,1,0
CORAN,11,0.141053391053391,0.858946608946609
CORBAN,14,0,1
CORBEN,15,0,1
CORBIE,1,0,1
CORBIN,16,0,1
CORBON,3,0,1
CORBURN,1,0,1
CORBY,12,0,1
CORBYN,15,0,1
CORDAE,1,0,1
CORDE,1,0,1
CORDEL,2,0,1
CORDELIA,16,1,0
CORDELL,11,0,1
CORDEN,1,0,1
COREE,7,0,1
CORELLE,1,1,0
COREN,3,0.333333333333333,0.666666666666667
COREY,16,0.0155457061836839,0.984454293816316
COREY-JAMES,6,0,1
COREY-JAY,5,0,1
COREY-LEE,8,0,1
CORI,16,0.263589153850293,0.736410846149707
CORIE,14,0.23937732987932,0.76062267012068
CORIN,16,0.26895118333548,0.73104881666452
CORINA,15,1,0
CORINNA,14,1,0
CORINNE,16,1,0
CORLEY,7,0,1
CORMAC,16,0,1
CORMACK,3,0,1
CORNEL,1,0,1
CORNELIA,15,1,0
CORNELIUS,16,0,1
CORNELL,5,0,1
CORRA,1,1,0
CORRADO,2,0,1
CORRAN,12,0.129464285714286,0.870535714285714
CORREN,1,1,0
CORREY,11,0.0340909090909091,0.965909090909091
CORRI,1,1,0
CORRIE,12,0.418211451923089,0.581788548076911
CORRIN,8,1,0
CORRINA,12,1,0
CORRINE,8,1,0
CORRINNE,2,1,0
CORRON,1,0,1
CORRY,2,0,1
CORRYN,3,1,0
CORTEZ,5,0,1
CORTNEY,16,0.984375,0.015625
CORTNIE,1,1,0
CORUM,1,0,1
CORVIN,1,0,1
CORWIN,2,0,1
CORY,16,0.0126926439564394,0.987307356043561
CORY-LEE,3,0,1
CORYN,5,1,0
COSIMA,16,1,0
COSIMO,6,0,1
COSKUN,2,0,1
COSMIN,5,0,1
COSMO,16,0,1
COSMOS,1,0,1
COSTA,1,0,1
COSTANZA,1,1,0
COSTAS,2,0,1
COUNTESS,1,1,0
COURAGE,2,0,1
COURTENAY,10,0.973684210526316,0.0263157894736842
COURTENEY,15,1,0
COURTNAY,6,1,0
COURTNEE,5,1,0
COURTNEY,16,0.982509159343487,0.0174908406565128
COURTNEY-,1,1,0
COURTNEY-JADE,8,1,0
COURTNEY-JANE,2,1,0
COURTNEY-JAYNE,1,1,0
COURTNEY-JO,1,1,0
COURTNEY-LEA,1,1,0
COURTNEY-LEE,5,1,0
COURTNEY-LEIGH,16,1,0
COURTNEY-LOUISE,14,1,0
COURTNEY-MARIE,4,1,0
COURTNEY-MAY,3,1,0
COURTNEY-PAIGE,2,1,0
COURTNEY-ROSE,5,1,0
COURTNI,2,1,0
COURTNIE,13,1,0
